X;GAT;SPECIES_NUM;GAT_NAZWA;LATIN_NAME;SHRUBTREE_FL;BOT_SPECIES;BOT_GENUS;FOMATREE_GRP;ACT_TREE_GRP;BOT_NAME;WOOD_KIND_FL;TAX_TREE_GRP;BUL_SPECIES_NR;GRP_H;GRP_V;WORTH_GRP;AVG_CUT_AGE;AGE1;AGE2;NR_CYKLU;GRP_P_BDL;GRP_TH;GRP_P;GRP_V_TAB
1;ABI.AL.AU;40101;jodła pospolita;"Abies alba """"Aurea""""";D;jodła;"odm.""""Aurea""""";JD;JD;NA;I;NA;301;JD;JD;;NA;30;35;4;JD;JD;JD;JD
2;ABI.AL.FA;40102;jodła pospolita;"Abies alba """"Fastigiata""""";D;jodła;"odm.""""Fastigiata""""";JD;JD;NA;I;NA;302;JD;JD;;NA;30;35;4;JD;JD;JD;JD
3;ABI.AL.PE;40103;jodła pospolita;"Abies alba """"Pendula""""";D;jodła;"odm.""""Pendula""""";JD;JD;NA;I;NA;303;JD;JD;;NA;30;35;4;JD;JD;JD;JD
4;ABI.AL.PY;40104;jodła pospolita;"Abies alba """"Pyramidalis""""";D;jodła;"odm.""""Pyramidalis""""";JD;JD;NA;I;NA;304;JD;JD;;NA;30;35;4;JD;JD;JD;JD
5;ABI.FA;43400;jodła sp.;Abies fargessi;D;jodła;;JD;JD;NA;I;NA;305;JD;JD;;NA;30;35;4;JD;JD;JD;JD
6;ABI.PI;43500;jodła sp.;Abies pindrow;D;jodła;;JD;JD;NA;I;NA;306;JD;JD;;NA;30;35;4;JD;JD;JD;JD
7;ABI.SA.MA;42901;jodła sachalińska;Abies sachalinensis mayriana;D;jodła;odm.Mayra;JD;JD;NA;I;NA;307;JD;JD;;NA;30;35;4;JD;JD;JD;JD
8;ABI.SA.NE;42902;jodła sachalińska;Abies sachalinensis nemorensis;D;jodła;odm.leśna;JD;JD;NA;I;NA;308;JD;JD;;NA;30;35;4;JD;JD;JD;JD
9;ACE.NE.AU;320902;klon jesionolistny;Acer negundo Auratum;D;klon;"odm.""""Auratum""""";DB;BK;NA;L;NA;309;DB;DB;;NA;10;15;4;JW;DB;BK;BK
10;ACE.NE.AV;320904;klon jesionolistny;Acer negundo Aureovariegatum;D;klon;"odm.""""Aureovariegatum""""";DB;BK;NA;L;NA;310;DB;DB;;NA;10;15;4;JW;DB;BK;BK
11;ACE.NE.OD;320901;klon jesionolistny;Acer negundo Odessanum;D;klon;"odm.""""Odessanum""""";DB;BK;NA;L;NA;311;DB;DB;;NA;10;15;4;JW;DB;BK;BK
12;ACE.NE.VA;320903;klon jesionolistny;Acer negundo Variegatum;D;klon;"odm.""""Variegatum""""";DB;BK;NA;L;NA;312;DB;DB;;NA;10;15;4;JW;DB;BK;BK
13;ACE.PA.AT;321001;klon palmowy;Acer palmatum atropurpureum;D;klon;"odm.""""Atropurpureum""""";DB;BK;NA;L;NA;313;DB;DB;;NA;10;15;4;JW;DB;BK;BK
14;ACE.PL.CK;320107;klon pospolity;Acer platanoides;D;klon;odm. Crimson King;DB;BK;NA;L;NA;314;DB;DB;;NA;10;15;4;JW;DB;BK;BK
15;ACE.PL.DR;320104;klon pospolity;Acer platanoides Drummondii;D;klon;odm.Drummonda;DB;BK;NA;L;NA;315;DB;DB;;NA;10;15;4;JW;DB;BK;BK
16;ACE.PL.FB;320103;klon pospolity;Acer platanoides Faassen's Bl.;D;klon;"odm.""""Faassens Black""""";DB;BK;NA;L;NA;316;DB;DB;;NA;10;15;4;JW;DB;BK;BK
17;ACE.PL.GL;320105;klon pospolity;Acer platanoides Globosum;D;klon;"odm.""""Globosum""""";DB;BK;NA;L;NA;317;DB;DB;;NA;10;15;4;JW;DB;BK;BK
18;ACE.PL.LO;320106;klon pospolity;Acer platanoides Palmatifidum;D;klon;odm.Lorberga;DB;BK;NA;L;NA;318;DB;DB;;NA;10;15;4;JW;DB;BK;BK
19;ACE.PL.RE;320102;klon pospolity;Acer platanoides Reitenbacha;D;klon;odm.Reitenbacha;DB;BK;NA;L;NA;319;DB;DB;;NA;10;15;4;JW;DB;BK;BK
20;ACE.PL.SC;320101;klon pospolity;Acer platanoides Schwedleri;D;klon;odm.Schwedlera;DB;BK;NA;L;NA;320;DB;DB;;NA;10;15;4;JW;DB;BK;BK
21;ACE.PS.LE;320204;klon jawor;Acer pseudoplatanus Leopoldii;D;klon;"odm.""""Leopoldii""""";DB;BK;NA;L;NA;321;DB;DB;;NA;10;15;4;JW;DB;BK;BK
22;ACE.PS.PH;320203;klon jawor;Acer pseudoplatanus Pr.Handjer;D;klon;"odm.""""Prinz Handjery""""";DB;BK;NA;L;NA;322;DB;DB;;NA;10;15;4;JW;DB;BK;BK
23;ACE.PS.PU;320201;klon jawor;Acer pseudoplatanus Purpureum;D;klon;"odm.""""Purpureum""""";DB;BK;NA;L;NA;323;DB;DB;;NA;10;15;4;JW;DB;BK;BK
24;ACE.PS.SL;320205;klon jawor;Acer pseudoplatanus Sim.Lo.Fr.;D;klon;"odm.""""Simon Luis Freres""""";DB;BK;NA;L;NA;324;DB;DB;;NA;10;15;4;JW;DB;BK;BK
25;ACE.PS.WO;320202;klon jawor;Acer pseudoplatanus Worleei;D;klon;"odm.Worleei""""";DB;BK;NA;L;NA;325;DB;DB;;NA;10;15;4;JW;DB;BK;BK
26;ACE.SA.LU;320703;klon srebrzysty;Acer saccharinum Lutescens;D;klon;"odm.""""Lutescens""""";DB;BK;NA;L;NA;326;DB;DB;;NA;10;15;4;JW;DB;BK;BK
27;ACE.SA.PY;320702;klon srebrzysty;Acer saccharinum Pyramidale;D;klon;"odm.""""Pyramidale""""";DB;BK;NA;L;NA;327;DB;DB;;NA;10;15;4;JW;DB;BK;BK
28;ACE.SA.WI;320701;klon srebrzysty;Acer saccharinum Lacin.Wieri;D;klon;"odm.""""Wieri""""";DB;BK;NA;L;NA;328;DB;DB;;NA;10;15;4;JW;DB;BK;BK
29;AES.HI.BA;1100101;kasztanowiec biały;Aesculus hippocastanum Bauman.;D;kasztanowiec;"odm.""""Baumanni""""";OS;BRZ;NA;L;NA;329;BRZ;OS;;NA;10;15;4;OS;BRZ;BRZ;BRZ
30;AES.HI.PA;1100103;kasztanowiec biały;Aesculus hippocastanum Partyz.;D;kasztanowiec;"odm.""""Partyzant""""";OS;BRZ;NA;L;NA;330;BRZ;OS;;NA;10;15;4;OS;BRZ;BRZ;BRZ
31;AES.HI.PY;1100102;kasztanowiec biały;Aesculus hippocastanum Pyram.;D;kasztanowiec;"odm.""""Pyramidalis""""";OS;BRZ;NA;L;NA;331;BRZ;OS;;NA;10;15;4;OS;BRZ;BRZ;BRZ
32;AES.HI.UM;1100104;kasztanowiec biały;Aesculus hippocastanum Umbrac.;D;kasztanowiec;"odm.""""Umbraculifera""""";OS;BRZ;NA;L;NA;332;BRZ;OS;;NA;10;15;4;OS;BRZ;BRZ;BRZ
33;AGR;590100;agrest pospolity;Ribes grossularia;K;agrest;;;;NA;L;NA;333;;;;NA;NA;NA;4;;;;
34;AK;410100;robinia akacjowa;Robinia pseudoacacia;D;robinia;;BRZ;BRZ;NA;L;NA;88;BRZ;BRZ;OL;80;5;10;4;AK;AK;DB;DB
35;AKT.O;1160100;aktinidia ostrolistna;Actinidia arguta;K;aktinidia;;;;NA;L;NA;334;;;;NA;NA;NA;4;;;;
36;AKT.P;1160200;aktinidia pstrolistna;Actinidia kolomikta;K;aktinidia;;;;NA;L;NA;335;;;;NA;NA;NA;4;;;;
37;ALN.IN.LA;370201;olsza szara;"Alnus incana """"Laciniata""""";D;olsza;"odm.""""Laciniata""""";OL;OL;NA;L;NA;336;BK;OL;;NA;0;10;4;OL;BK;OL;OL
38;ALN.IN.PE;370202;olsza szara;"Alnus incana """"Pendula""""";D;olsza;"odm.""""Pendula""""";OL;OL;NA;L;NA;337;BK;OL;;NA;0;10;4;OL;BK;OL;OL
39;AMB.A;620100;ambrowiec amerykański;Liquidambar styraciflua;D;ambrowiec;;;;NA;L;NA;338;;;;NA;5;10;4;;;;
40;AMF.K;920100;amorfa krzewiasta;Amorpha fruticosa;K;amorfa;;;;NA;L;NA;339;;;;NA;NA;NA;4;;;;
41;ARA.C;70100;araukaria chilijska;Araucaria araucana;D;araukaria;;;;NA;I;NA;340;;;;NA;5;10;4;;;;
42;ARA.W;70200;araukaria wyniosła;Araucaria heterophylla;D;araukaria;;;;NA;I;NA;341;;;;NA;5;10;4;;;;
43;ARO.C;510099;aronia czarna;Aronia melanocarpa;K;aronia;;;;NA;L;NA;342;;;;NA;NA;NA;4;;;;
44;AZA.G;1240300;azalia gandawska;Rhododendron gandavense;K;azalia;;;;NA;L;NA;343;;;;NA;NA;NA;4;;;;
45;AZA.J;1240200;azalia japońska;Rhododendron japonicum;K;azalia;;;;NA;L;NA;344;;;;NA;NA;NA;4;;;;
46;AZA.P;1240100;azalia pontyjska;Rhododendron flavum;K;azalia;;;;NA;L;NA;345;;;;NA;NA;NA;4;;;;
47;BER;510100;berberys pospolity;Berberis vulgaris;K;berberys;;;;NA;L;NA;31;;;;NA;NA;NA;4;;;;
48;BER.AG.PR;510401;berberys wiązkowy;Berberis aggregata prattii;K;berberys;odm.Pratta;;;NA;L;NA;346;;;;NA;NA;NA;4;;;;
49;BER.AT.NA;510202;berberys Thunberga;Berberis thunbergii Atrop.Nana;K;berberys;"odm.""""Atropurpurea Nana""""";;;NA;L;NA;347;;;;NA;NA;NA;4;;;;
50;BER.B;510900;berberys brodawkowaty;Berberis verruculosa;K;berberys;;;;NA;L;NA;348;;;;NA;NA;NA;4;;;;
51;BER.C;510600;berberys Chopina;Berberis chopinii;K;berberys;;;;NA;L;NA;349;;;;NA;NA;NA;4;;;;
52;BER.C.PUR;510601;berberys Chopina;Berberis chopinii purpurowy;K;berberys;;;;NA;L;NA;350;;;;NA;NA;NA;4;;;;
53;BER.G;510800;berberys Gagnepaina;Berberis gagnepainii;K;berberys;;;;NA;L;NA;351;;;;NA;NA;NA;4;;;;
54;BER.GA.LA;510801;berberys Gagnepaina;Berberis gagnepainii lanceifo.;K;berberys;odm.lancetowata;;;NA;L;NA;352;;;;NA;NA;NA;4;;;;
55;BER.HYB.C;511001;berberys mieszańcowy;Berberis hyb.-gagnepa.Chenault;K;berberys;"odm.""""Chenault""""";;;NA;L;NA;353;;;;NA;NA;NA;4;;;;
56;BER.J;510700;berberys Juliany;Berberis julianae;K;berberys;;;;NA;L;NA;354;;;;NA;NA;NA;4;;;;
57;BER.K;510500;berberys koreański;Berberis koreana;K;berberys;;;;NA;L;NA;355;;;;NA;NA;NA;4;;;;
58;BER.T;510200;berberys Thunberga;Berberis thunbergii;K;berberys;;;;NA;L;NA;356;;;;NA;NA;NA;4;;;;
59;BER.TH.AT;510201;berberys Thunberga;Berberis thunbergii Atropurpu.;K;berberys;"odm.""""Atropurpurea""""";;;NA;L;NA;357;;;;NA;NA;NA;4;;;;
60;BER.VU.AT;510101;berberys pospolity;Berberis vulgaris Atropurpurea;K;berberys;"odm.""""Atropurpurea""""";;;NA;L;NA;358;;;;NA;NA;NA;4;;;;
61;BER.W;510400;berberys wiązkowy;Berberis aggregata;K;berberys;;;;NA;L;NA;359;;;;NA;NA;NA;4;;;;
62;BER.WI;510300;berberys Wilsona;Berberis wilsoniae;K;berberys;;;;NA;L;NA;360;;;;NA;NA;NA;4;;;;
63;BET.PE.DA;360103;brzoza brodawkowata;"Betula pendula """"Dalecarlica""""";D;brzoza;"odm.""""Dalecarlica""""";BRZ;BRZ;NA;L;NA;361;BRZ;BRZ;;NA;5;10;4;BRZ;BRZ;BRZ;BRZ
64;BET.PE.FA;360102;brzoza brodawkowata;"Betula pendula """"Fastigiata""""";D;brzoza;"odm.""""Fastigiata""""";BRZ;BRZ;NA;L;NA;362;BRZ;BRZ;;NA;5;10;4;BRZ;BRZ;BRZ;BRZ
65;BET.PE.OY;360104;brzoza brodawkowata;Betula pendula oycoviensis;D;brzoza;odm.oycoviensis;BRZ;BRZ;NA;L;NA;363;BRZ;BRZ;;NA;5;10;4;BRZ;BRZ;BRZ;BRZ
66;BET.PE.PU;360105;brzoza brodawkowata;Betula pendula;D;brzoza;odm. Purpurea;BRZ;BRZ;NA;L;NA;364;BRZ;BRZ;;NA;5;10;4;BRZ;BRZ;BRZ;BRZ
67;BET.PE.YO;360101;brzoza brodawkowata;"Betula pendula """"Youngii""""";D;brzoza;"odm.""""Youngii""""";BRZ;BRZ;NA;L;NA;365;BRZ;BRZ;;NA;5;10;4;BRZ;BRZ;BRZ;BRZ
68;BET.PU.CA;360201;brzoza omszona;Betula pubescens carpatica;K;brzoza;odm.carpatica;BRZ;BRZ;NA;L;NA;366;BRZ;BRZ;;NA;NA;NA;4;BRZ;BRZ;BRZ;BRZ
69;BEZ.C;1350100;bez czarny;Sambucus nigra;K;bez;;;;NA;L;NA;32;;;;NA;NA;NA;4;;;;
70;BEZ.K;1350200;bez koralowy;Sambucus racemosa;K;bez;;;;NA;L;NA;33;;;;NA;NA;NA;4;;;;
71;BK;300100;buk pospolity;Fagus silvatica;D;buk;;BK;BK;NA;L;NA;30;BK;BK;BK;120;25;35;4;BK;BK;BK;BK
72;BKP;1020100;bukszpan wieczniezielony;Buxus sempervirens;K;bukszpan;;;;NA;L;NA;367;;;;NA;NA;NA;4;;;;
73;BKW;850700;brzoskwinia pospolita;Prunus persica;D;śliwa;;;;NA;L;NA;368;;;;NA;5;10;4;;;;
74;BOŻ.G;1010100;bożodrzew gruczołkowaty;Ailanthus altissima;D;bożodrzew;;;;NA;L;NA;369;;;;NA;5;10;4;;;;
75;BRZ;360100;brzoza brodawkowata;Betula pendula;D;brzoza;;BRZ;BRZ;NA;L;NA;60;BRZ;BRZ;BRZ;80;5;10;4;BRZ;BRZ;BRZ;BRZ
76;BRZ.C;360300;brzoza ciemna;Betula obscura;D;brzoza;;BRZ;BRZ;NA;L;NA;370;BRZ;BRZ;;NA;5;10;4;BRZ;BRZ;BRZ;BRZ
77;BRZ.H;360700;brzoza Hosera;Betula Hoseri;D;brzoza;;BRZ;BRZ;NA;L;NA;371;BRZ;BRZ;;NA;5;10;4;BRZ;BRZ;BRZ;BRZ
78;BRZ.KA;360500;brzoza karłowata;Betula nana;K;brzoza;;BRZ;BRZ;NA;L;NA;372;BRZ;BRZ;;NA;NA;NA;4;BRZ;BRZ;BRZ;BRZ
79;BRZ.M;360800;brzoza Maksymowicza;Betula maximowicziana;D;brzoza;;BRZ;BRZ;NA;L;NA;373;BRZ;BRZ;;NA;5;10;4;BRZ;BRZ;BRZ;BRZ
80;BRZ.N;360400;brzoza niska;Betula humilis;K;brzoza;;BRZ;BRZ;NA;L;NA;374;BRZ;BRZ;;NA;NA;NA;4;BRZ;BRZ;BRZ;BRZ
81;BRZ.O;360200;brzoza omszona;Betula pubescens;D;brzoza;;BRZ;BRZ;NA;L;NA;62;BRZ;BRZ;BRZ;80;5;10;4;BRZ;BRZ;BRZ;BRZ
82;BRZ.P;360600;brzoza papierowa;Betula papyrifera;D;brzoza;;BRZ;BRZ;NA;L;NA;375;BRZ;BRZ;;NA;5;10;4;BRZ;BRZ;BRZ;BRZ
83;BST;330300;wiąz górski;Ulmus glabra;D;wiąz;;DB;DB;NA;L;NA;47;DB;DB;BK;120;20;30;4;WZ;DB;BK;BK
84;BUD.D;1310100;budleja Davida;Buddleja davidii;K;budleja;;;;NA;L;NA;376;;;;NA;NA;NA;4;;;;
85;BUD.S;1310200;budleja skrętolistna;Buddleja alternifolia;K;budleja;;;;NA;L;NA;377;;;;NA;NA;NA;4;;;;
86;BUX.SE.SU;1020101;bukszpan wieczniezielony;Buxus sempervirens Suffrutic.;K;bukszpan;"odm.""""Suffruticosa""""";;;NA;L;NA;378;;;;NA;NA;NA;4;;;;
87;CAR.BE.CO;350102;grab pospolity;Carpinus betulus Columnaris;D;grab;odm.kolumnowa;GB;DB;NA;L;NA;379;DB;DB;;NA;20;30;4;GB;DB;BK;BK
88;CAR.BE.FA;350103;grab pospolity;Carpinus betulus Fastigiata;D;grab;odm.stożkowa;GB;DB;NA;L;NA;380;DB;DB;;NA;20;30;4;GB;DB;BK;BK
89;CAR.BE.QU;350101;grab pospolity;Carpinus betulus Quercifolia;D;grab;odm.dŕbolistna;GB;DB;NA;L;NA;381;DB;DB;;NA;20;30;4;GB;DB;BK;BK
90;CDR.A;90100;cedr atlaski;Cedrus atlantica;D;cedr;;;;NA;I;NA;382;;;;NA;20;30;4;;;;
91;CDR.C;90200;cedr cypryjski;Cedrus brevifolia;D;cedr;;;;NA;I;NA;383;;;;NA;20;30;4;;;;
92;CDR.H;90300;cedr himalajski;Cedrus deodara;D;cedr;;;;NA;I;NA;384;;;;NA;20;30;4;;;;
93;CDR.L;90400;cedr libański;Cedrus libani;D;cedr;;;;NA;I;NA;385;;;;NA;20;30;4;;;;
94;CEC.DE.CO;80101;cedrzyniec kalifornijski;Calocedrus decurrens Columna.;D;cedrzyniec;"odm.""""Columnaris""""";;;NA;I;NA;386;;;;NA;20;30;4;;;;
95;CEC.K;80100;cedrzyniec kalifornijski;Calocedrus decurrens;D;cedrzyniec;;;;NA;I;NA;387;;;;NA;20;30;4;;;;
96;CED.AT.AR;90101;cedr atlaski;"cedrus atlantica """"Glauca""""";D;cedr;"odm.""""Glauca""""";;;NA;I;NA;388;;;;NA;20;30;4;;;;
97;CHA.JA.AL;720101;pigwowiec japoński;Chaenomeles japonica alpina;K;pigwowiec;odm.alpejska;;;NA;L;NA;389;;;;NA;NA;NA;4;;;;
98;CIS;190100;cis pospolity;Taxus baccata;D;cis;;JD;JD;NA;I;NA;24;JD;JD;JD;120;50;70;4;JD;JD;JD;JD
99;CIS.AD;190101;cis pospolity;Taxus baccata;D;cis;odm. Aurea Decora;;;NA;I;NA;390;;;;NA;50;70;4;;;;
100;CIS.AE;190102;cis pospolity;Taxus baccata;D;cis;odm. Adpressa Erecta;;;NA;I;NA;391;;;;NA;50;70;4;;;;
101;CIS.FA;190103;cis pospolity;Taxus baccata;D;cis;odm. Fastigiata Aureomarginata;;;NA;I;NA;392;;;;NA;50;70;4;;;;
102;CIS.J;190300;cis japoński;Taxus cuspidata;D;cis;;;;NA;I;NA;393;;;;NA;50;70;4;;;;
103;CIS.K;190200;cis kanadyjski;Taxus canadensis;D;cis;;;;NA;I;NA;394;;;;NA;50;70;4;;;;
104;CIS.P;190400;cis pośredni;Taxus media;D;cis;;;;NA;I;NA;395;;;;NA;50;70;4;;;;
105;COR.AL.AR;1220104;dereń biały;Cornus alba Argenteomarginata;K;dereń;odm.białobrzega;;;NA;L;NA;396;;;;NA;NA;NA;4;;;;
106;COR.AL.GO;1220105;dereń biały;Cornus alba Gouchaultii;K;dereń;odm.Gouchaulta;;;NA;L;NA;397;;;;NA;NA;NA;4;;;;
107;COR.AL.KE;1220102;dereń biały;Cornus alba Kesselringii;K;dereń;odm.Kesselringa;;;NA;L;NA;398;;;;NA;NA;NA;4;;;;
108;COR.AL.SI;1220101;dereń biały;Cornus alba sibirica;K;dereń;odm.syberyjska;;;NA;L;NA;399;;;;NA;NA;NA;4;;;;
109;COR.AL.SP;1220106;dereń biały;Cornus alba Spaethii;K;dereń;odm.Spatha;;;NA;L;NA;400;;;;NA;NA;NA;4;;;;
110;COR.AL.SV;1220103;dereń biały;Cornus alba Sibirica Variegata;K;dereń;odm.syberyjska pstrolistna;;;NA;L;NA;401;;;;NA;NA;NA;4;;;;
111;COR.AL.V;1220107;dereń biały;Cornus alba;K;dereń;odm. Variegata;;;NA;L;NA;402;;;;NA;NA;NA;4;;;;
112;COR.AV.AU;760102;leszczyna pospolita;Corylus avellana Aurea;K;leszczyna;odm.złocista;;;NA;L;NA;403;;;;NA;NA;NA;4;;;;
113;COR.AV.C;760105;leszczyna pospolita;Corylus avellana;K;leszczyna;odm. Contorta;;;NA;L;NA;404;;;;NA;NA;NA;4;;;;
114;COR.AV.FU;760101;leszczyna pospolita;Corylus avellana Fuscorubra;K;leszczyna;odm.purpurowa;;;NA;L;NA;405;;;;NA;NA;NA;4;;;;
115;COR.AV.HE;760103;leszczyna pospolita;Corylus avellana Heterophylla;K;leszczyna;odm.strzŕpolistna;;;NA;L;NA;406;;;;NA;NA;NA;4;;;;
116;COR.AV.P;760104;leszczyna pospolita;Corylus avellana;K;leszczyna;odm. Pendula;;;NA;L;NA;407;;;;NA;NA;NA;4;;;;
117;COR.ST.FL;1220201;dereń rozłogowy;Cornus stolonifera Flaviramea;K;dereń;odm.złotokora;;;NA;L;NA;408;;;;NA;NA;NA;4;;;;
118;COT.BU.FL;770801;irga pomarszczona;Cotoneaster bullata floribunda;K;irga;odm.kwiecista;;;NA;L;NA;409;;;;NA;NA;NA;4;;;;
119;COT.CO.PU;1050101;perukowiec podolski;Cotinus coggygria Purpureus;K;perukowiec;"odm.""""Purpureus""""";;;NA;L;NA;410;;;;NA;NA;NA;4;;;;
120;COT.CO.RU;1050102;perukowiec podolski;Cotinus coggygria Rubrifolius;K;perukowiec;"odm.""""Rubrifolius""""";;;NA;L;NA;411;;;;NA;NA;NA;4;;;;
121;COT.DA.RA;771201;irga Dammera;Cotoneaster dammeri radicans;K;irga;odm.pełzajaca;;;NA;L;NA;412;;;;NA;NA;NA;4;;;;
122;CPK.B;180100;cypryśnik błotny;Taxodium distichum;D;cypryśnik;;;;NA;I;NA;413;;;;NA;30;50;4;;;;
123;CPR.W;150100;cyprys wieczniezielony;Cupressus sempervirens;D;cyprys;;;;NA;I;NA;414;;;;NA;30;50;4;;;;
124;CPS.L;140100;cyprysowiec Leylanda;Cupressocyparis leylandii;D;cyprysowiec;;;;NA;I;NA;415;;;;NA;30;50;4;;;;
125;CRA.MO.BI;750101;głóg jednoszyjkowy;Crataegus monogyna Bicolor;K;głóg;"odm.""""Bicolor""""";;;NA;I;NA;416;;;;NA;NA;NA;4;;;;
126;CRA.MO.ST;750102;głóg jednoszyjkowy;Crataegus monogyna Stricta;K;głóg;"odm.""""Stricta""""";;;NA;L;NA;417;;;;NA;NA;NA;4;;;;
127;CRA.OX.CA;750203;głóg dwuszyjkowy;Crataegus oxyacantha Candidop.;K;głóg;"odm.""""Candidoplena""""";;;NA;L;NA;418;;;;NA;NA;NA;4;;;;
128;CRA.OX.PL;750204;głóg dwuszyjkowy;Crataegus oxyacantha Plena;K;głóg;"odm.""""Plena""""";;;NA;L;NA;419;;;;NA;NA;NA;4;;;;
129;CRA.OX.PS;750201;głóg dwuszyjkowy;Crataegus oxyacantha Paul Sc.;K;głóg;"odm.""""Paul's Scarlet's""""";;;NA;L;NA;420;;;;NA;NA;NA;4;;;;
130;CRA.OX.RP;750202;głóg dwuszyjkowy;Crataegus oxyacantha Rubra Pl.;K;głóg;"odm.""""Rubra Plena""""";;;NA;L;NA;421;;;;NA;NA;NA;4;;;;
131;CYP.G;110400;cyprysik groszkowy;Chamaecyparis pisifera;D;cyprysik;;JD;JD;NA;I;NA;201;JD;JD;JD;120;30;50;4;JD;JD;JD;JD
132;CYP.G.FN;110401;cyprysik groszkowy;Chamaecyparis pisifera;D;cyprysik;odm. Filifera Nana;;;NA;I;NA;422;;;;NA;30;50;4;;;;
