X;GAT;SPECIES_NUM;GAT_NAZWA;LATIN_NAME;SHRUBTREE_FL;BOT_SPECIES;BOT_GENUS;FOMATREE_GRP;ACT_TREE_GRP;BOT_NAME;WOOD_KIND_FL;TAX_TREE_GRP;BUL_SPECIES_NR;GRP_H;GRP_V;WORTH_GRP;AVG_CUT_AGE;AGE1;AGE2;NR_CYKLU;GRP_P_BDL;GRP_TH;GRP_P;GRP_V_TAB
566;PRU.GL.AL;851601;wiśnia gruczołkowata;Prunus glandulosa Alboplena;D;śliwa;odm.biała;BRZ;BRZ;NA;L;NA;811;BRZ;BRZ;;NA;10;20;4;BRZ;BRZ;BRZ;BRZ
567;PRU.IN.IT;850501;śliwa lubaszka;Prunus insititia italica;D;śliwa;odm.renklody;BRZ;BRZ;NA;L;NA;812;BRZ;BRZ;;NA;15;25;4;BRZ;BRZ;BRZ;BRZ
568;PRU.IN.SY;850502;śliwa lubaszka;Prunus insititia syriaca;D;śliwa;odm.mirabelki;BRZ;BRZ;NA;L;NA;813;BRZ;BRZ;;NA;15;25;4;BRZ;BRZ;BRZ;BRZ
569;PRU.LA.SC;852001;laurowiśnia wschodnia;Prunus laurocerasus Schipkaen.;K;śliwa;odm.szypkajska;;;NA;L;NA;814;;;;NA;NA;NA;4;;;;
570;PRU.LA.ZA;852002;laurowiśnia wschodnia;Prunus laurocerasus Zabeliana;K;śliwa;odm.Zabela;;;NA;L;NA;815;;;;NA;NA;NA;4;;;;
571;PRU.SE.A;851503;wiśnia piłkowana;Cerasus serrulata;D;śliwa;odm. Amanogawa;BRZ;BRZ;NA;L;NA;816;BRZ;BRZ;;NA;10;20;4;BRZ;BRZ;BRZ;BRZ
572;PRU.SE.KA;851501;wiśnia piłkowana;Prunus serrulata Kanzan;D;śliwa;"odm.""""Kanzan""""";BRZ;BRZ;NA;L;NA;817;BRZ;BRZ;;NA;10;20;4;BRZ;BRZ;BRZ;BRZ
573;PRU.SE.KR;851504;wiśnia piłkowana;Cerasus serrulata;D;śliwa;odm. Kórnicensis;BRZ;BRZ;NA;L;NA;818;BRZ;BRZ;;NA;10;20;4;BRZ;BRZ;BRZ;BRZ
574;PRU.SE.KS;851502;wiśnia piłkowana;Prunus serrulata Kiku-shi.-sa.;D;śliwa;"odm.""""Kiku-shidare-sakura""""";BRZ;BRZ;NA;L;NA;819;BRZ;BRZ;;NA;10;20;4;BRZ;BRZ;BRZ;BRZ
575;PRU.SE.S;851505;wiśnia piłkowana;Cerasus serrulata;D;śliwa;odm. Shirofungen;BRZ;BRZ;NA;L;NA;820;BRZ;BRZ;;NA;10;20;4;BRZ;BRZ;BRZ;BRZ
576;PRZ.A;580100;porzeczka alpejska;Ribes alpinum;K;porzeczka;;;;NA;L;NA;821;;;;NA;NA;NA;4;;;;
577;PRZ.AM;580400;porzeczka amerykańska;Ribes americanum;K;porzeczka;;;;NA;L;NA;822;;;;NA;NA;NA;4;;;;
578;PRZ.C;580500;porzeczka czarna;Ribes nigrum;K;porzeczka;;;;NA;L;NA;51;;;;NA;NA;NA;4;;;;
579;PRZ.CW;580600;porzeczka czerwona;Ribes rubrum;K;porzeczka;;;;NA;L;NA;52;;;;NA;NA;NA;4;;;;
580;PRZ.K;580300;porzeczka krwista;Ribes sanguineum;K;porzeczka;;;;NA;L;NA;823;;;;NA;NA;NA;4;;;;
581;PRZ.K.KE;580301;porzeczka krwista;Ribes sanguineum;K;porzeczka;odm. King Edward VII;;;NA;L;NA;824;;;;NA;NA;NA;4;;;;
582;PRZ.S;580700;porzeczka skalna;Ribes petraeum;K;porzeczka;;;;NA;L;NA;825;;;;NA;NA;NA;4;;;;
583;PRZ.Z;580200;porzeczka złota;Ribes aureum;K;porzeczka;;;;NA;L;NA;826;;;;NA;NA;NA;4;;;;
584;PSE.DO.AR;50101;daglezja zielona;Pseudotsuga menziesii Argentea;D;daglezja;"odm.""""Argentea""""";JD;JD;NA;I;NA;827;JD;JD;;NA;10;15;4;DG;JD;JD;JD
585;PSE.DO.FA;50102;daglezja zielona;Pseudotsuga menziesii Fastig.;D;daglezja;"odm.""""Fastigiata""""";JD;JD;NA;I;NA;828;JD;JD;;NA;10;15;4;DG;JD;JD;JD
586;PSE.DO.GL;50103;daglezja zielona;Pseudotsuga menziesii glauca;D;daglezja;odm.sina;JD;JD;NA;I;NA;829;JD;JD;;NA;10;15;4;DG;JD;JD;JD
587;PYR.CO.LA;1410101;ognik szkarłatny;Pyracantha coccinea Lalandei;K;ognik;"odm.""""Lalandei""""";;;NA;L;NA;830;;;;NA;NA;NA;4;;;;
588;QUE.PE.ME;310301;dąb bezszypułkowy;Quercus petraea Mespilifolia;D;dąb;"odm.""""Mespifolia""""";DB;DB;NA;L;NA;831;DB;DB;;NA;20;30;4;DB;DB;DB;DB
589;QUE.RO.CO;310201;dąb szypułkowy;Quercus robur Concordia;D;dąb;"odm.""""Concordia""""";DB;DB;NA;L;NA;832;DB;DB;;NA;20;30;4;DB;DB;DB;DB
590;QUE.RO.FA;310202;dąb szypułkowy;Quercus robur Fastigiata;D;dąb;"odm.""""Fastigiata""""";DB;DB;NA;L;NA;833;DB;DB;;NA;20;30;4;DB;DB;DB;DB
591;QUE.RO.PC;310204;dąb szypułkowy;Quercus robur Pectinata;D;dąb;"odm.""""Pectinata""""";DB;DB;NA;L;NA;834;DB;DB;;NA;20;30;4;DB;DB;DB;DB
592;QUE.RO.PE;310203;dąb szypułkowy;Quercus robur Pendula;D;dąb;"odm.""""Pendula""""";DB;DB;NA;L;NA;835;DB;DB;;NA;20;30;4;DB;DB;DB;DB
593;RHO.CA.AL;1230101;różanecznik katawbijski;Rhododendron catawbiense Albus;K;różanecznik;odm.biała;;;NA;L;NA;836;;;;NA;NA;NA;4;;;;
594;RHO.CA.CA;1230102;różanecznik katawbijski;Rhododendron catawb.Caractacus;K;różanecznik;"odm.""""Caractacus""""";;;NA;L;NA;837;;;;NA;NA;NA;4;;;;
595;RHO.CA.GR;1230103;różanecznik katawbijski;Rhododendron catawb.Grandiflo.;K;różanecznik;odm.wielkokwiatowa;;;NA;L;NA;838;;;;NA;NA;NA;4;;;;
596;RHO.CA.N;1230104;różanecznik katawbijski;Rhododendron catawbiense;K;różanecznik;odm. Nowa Zembla;;;NA;L;NA;839;;;;NA;NA;NA;4;;;;
597;RHU.TY.DI;1040101;sumak octowiec;Rhus typhina Dissecta;K;sumak;"odm.""""Dissecta""""";;;NA;L;NA;840;;;;NA;NA;NA;4;;;;
598;RIB.PE.CA;580701;porzeczka skalna;Ribes petraeum carpathicum;K;porzeczka;odm.karpacka;;;NA;L;NA;841;;;;NA;NA;NA;4;;;;
599;RIB.RU.PU;580601;porzeczka czerwona;Ribes rubrum pubescens;K;porzeczka;odm.omszona;;;NA;L;NA;842;;;;NA;NA;NA;4;;;;
600;RNK.B;1230200;różanecznik Biały Cunninghama;Rhododendron Cunnigham's White;K;różanecznik;;;;NA;L;NA;843;;;;NA;NA;NA;4;;;;
601;RNK.K;1230100;różanecznik katawbijski;Rhododendron catawbiense;K;różanecznik;;;;NA;L;NA;844;;;;NA;NA;NA;4;;;;
602;RNK.S;1230300;różanecznik Smirnowa;Rhododendron smirnowii;K;różanecznik;;;;NA;L;NA;845;;;;NA;NA;NA;4;;;;
603;ROB.AM.DE;410301;robinia pośrednia;Robinia ambigua Decaisneana;D;robinia;"odm.""""Decaisneana""""";BRZ;BRZ;NA;L;NA;846;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
604;ROB.HI.MA;410501;robinia szczeciniasta;Robinia hispida Macrophylla;D;robinia;odm.wielkolistna;BRZ;BRZ;NA;L;NA;847;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
605;ROB.L;410200;robinia lepka;Robinia viscosa;D;robinia;;BRZ;BRZ;NA;L;NA;848;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
606;ROB.N;410400;robinia nowomeksykańska;Robinia neomexicana;D;robinia;;BRZ;BRZ;NA;L;NA;849;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
607;ROB.NE.LU;410401;robinia nowomeksykańska;Robinia neomexicana luxurians;D;robinia;odm.bujna;BRZ;BRZ;NA;L;NA;850;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
608;ROB.P;410300;robinia pośrednia;Robinia ambigua;D;robinia;;BRZ;BRZ;NA;L;NA;851;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
609;ROB.PS.BE;410102;robinia akacjowa;Robinia pseudoacacia Bessonia.;D;robinia;"odm.""""Bessoniana""""";BRZ;BRZ;NA;L;NA;852;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
610;ROB.PS.RO;410103;robinia akacjowa;Robinia pseudoacacia Rozynsk.;D;robinia;"odm.""""Rozynskiana""""";BRZ;BRZ;NA;L;NA;853;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
611;ROB.PS.UM;410101;robinia akacjowa;Robinia pseudoacacia Umbracu.;D;robinia;odm.kulista;BRZ;BRZ;NA;L;NA;854;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
612;ROB.S;410500;robinia szczeciniasta;Robinia hispida;D;robinia;;BRZ;BRZ;NA;L;NA;855;BRZ;BRZ;;NA;5;10;4;AK;BRZ;DB;DB
613;ROK;1200100;rokitnik pospolity;Hippophae rhamnoides;K;rokitnik;;;;NA;L;NA;856;;;;NA;NA;NA;4;;;;
614;ROS.OM.PT;790301;róża czteropłatkowa;Rosa omeiensis pteracantha;K;róża;odm.oskrzydlona;;;NA;L;NA;857;;;;NA;NA;NA;4;;;;
615;RÓŻ.AL;791400;róża alpejska;Rosa pendulina;K;róża;;;;NA;L;NA;858;;;;NA;NA;NA;4;;;;
616;RÓŻ.C;790300;róża czteropłatkowa;Rosa omeiensis;K;róża;;;;NA;L;NA;859;;;;NA;NA;NA;4;;;;
617;RÓŻ.CZ;790700;róża czerwonawa;Rosa glauca;K;róża;;;;NA;L;NA;860;;;;NA;NA;NA;4;;;;
618;RÓŻ.D;790600;róża dzika;Rosa canina;K;róża;;;;NA;L;NA;861;;;;NA;NA;NA;4;;;;
619;RÓŻ.EL;791300;róża eliptyczna;Rosa inodora;K;róża;;;;NA;L;NA;862;;;;NA;NA;NA;4;;;;
620;RÓŻ.F;790400;róża francuska;Rosa gallica;K;róża;;;;NA;L;NA;863;;;;NA;NA;NA;4;;;;
621;RÓŻ.FL;790900;róża fałdzistolistna;Rosa rugosa;K;róża;;;;NA;L;NA;864;;;;NA;NA;NA;4;;;;
622;RÓŻ.FM;791700;róża;Rosa ssp. Flamentanz;K;róża;odm.Flamentanz;;;NA;L;NA;865;;;;NA;NA;NA;4;;;;
623;RÓŻ.G;790100;róża gestokolczasta;Rosa pimpinellifolia;K;róża;;;;NA;L;NA;866;;;;NA;NA;NA;4;;;;
624;RÓŻ.J;791600;róża jabłkowa;Rosa villosa;K;róża;;;;NA;L;NA;867;;;;NA;NA;NA;4;;;;
625;RÓŻ.K;791500;róża kutnerowata;Rosa tomentosa;K;róża;;;;NA;L;NA;868;;;;NA;NA;NA;4;;;;
626;RÓŻ.R;790800;róża rdzawa;Rosa rubiginosa;K;róża;;;;NA;L;NA;869;;;;NA;NA;NA;4;;;;
627;RÓŻ.RO;791100;róża rolna;Rosa egrestis;K;róża;;;;NA;L;NA;870;;;;NA;NA;NA;4;;;;
628;RÓŻ.S;790500;róża stulistna;Rosa centifolia;K;róża;;;;NA;L;NA;871;;;;NA;NA;NA;4;;;;
629;RÓŻ.SI;791200;róża sina;Rosa dumalis;K;róża;;;;NA;L;NA;872;;;;NA;NA;NA;4;;;;
630;RÓŻ.W;791000;róża wielokwiatowa;Rosa multiflora;K;róża;;;;NA;L;NA;873;;;;NA;NA;NA;4;;;;
631;RÓŻ.Z;790200;róża żółta;Rosa foetida;K;róża;;;;NA;L;NA;874;;;;NA;NA;NA;4;;;;
632;RUN.J;1030100;runianka japońska;Pachysandra terminalis;K;runianka;;;;NA;L;NA;875;;;;NA;NA;NA;4;;;;
633;SAL.AL.CH;390103;wierzba biała;Salix alba Chermesina;D;wierzba;odm.czerwonopŕdowa;OS;OS;NA;L;NA;876;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
634;SAL.AL.SE;390104;wierzba biała;Salix alba Sericea;D;wierzba;odm.srebrzysta;OS;OS;NA;L;NA;877;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
635;SAL.AL.TR;390101;wierzba biała;Salix alba Tristis;D;wierzba;odm.płacząca;OS;OS;NA;L;NA;878;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
636;SAL.AL.VI;390102;wierzba biała;Salix alba Vittelina;D;wierzba;odm.złocista;OS;OS;NA;L;NA;879;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
637;SAL.EL.AN;391001;wierzba siwa;Salix elaeagnos Angustifolia;D;wierzba;"odm.""""Angustifolia""""";OS;OS;NA;L;NA;880;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
638;SAL.FR.BU;390201;wierzba krucha;Salix fragilis Bullata;D;wierzba;"odm.""""Bullata""""";OS;OS;NA;L;NA;881;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
639;SAL.LA;392100;wierzba lapońska;Salix lapponum;D;wierzba;;OS;OS;NA;L;NA;882;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
640;SAL.MA.TO;390301;wierzba mandżurska;Salix matsudana Tortuosa;D;wierzba;"odm.""""Tortuosa""""";OS;OS;NA;L;NA;883;BRZ;OS;;NA;0;10;4;OS;BRZ;BRZ;BRZ
641;SAL.PU.GR;390501;wiklina;Salix purpurea Gracilis;K;wierzba;"odm.""""Gracilis""""";OS;OS;NA;L;NA;884;BRZ;OS;;NA;NA;NA;4;OS;BRZ;BRZ;BRZ
642;SAM.NI.AU;1350101;bez czarny;Sambucus nigra Aurea;K;bez;odm.złocista;;;NA;L;NA;885;;;;NA;NA;NA;4;;;;
643;SAM.NI.LA;1350102;bez czarny;Sambucus nigra Laciniata;K;bez;odm.strzępolistna;;;NA;L;NA;886;;;;NA;NA;NA;4;;;;
644;SAM.RA.PA;1350202;bez koralowy;Sambucus racemosa Plumosa Aur.;K;bez;odm.pierzasta złocista;;;NA;L;NA;887;;;;NA;NA;NA;4;;;;
645;SAM.RA.PL;1350201;bez koralowy;Sambucus racemosa Plumosa;K;bez;odm.pierzasta;;;NA;L;NA;888;;;;NA;NA;NA;4;;;;
646;SCH;1390100;suchodrzew pospolity;Lonicera xylosteum;K;suchodrzew;;;;NA;L;NA;53;;;;NA;NA;NA;4;;;;
647;SCH.A;1390500;suchodrzew alpejski;Lonicera alpigena;K;suchodrzew;;;;NA;L;NA;889;;;;NA;NA;NA;4;;;;
648;SCH.C;1390700;suchodrzew czarny;Lonicera nigra;K;suchodrzew;;;;NA;L;NA;890;;;;NA;NA;NA;4;;;;
649;SCH.CH;1390900;suchodrzew chiński;Lonicera pileata;K;suchodrzew;;;;NA;L;NA;891;;;;NA;NA;NA;4;;;;
650;SCH.CR;1391200;suchodrzew ciernisty;Lonicera spinosa;K;suchodrzew;;;;NA;L;NA;892;;;;NA;NA;NA;4;;;;
651;SCH.K;1390300;suchodrzew Korolkowa;Lonicera korolkowii;K;suchodrzew;;;;NA;L;NA;893;;;;NA;NA;NA;4;;;;
652;SCH.L;1391000;suchodrzew Ledeboura;Lonicera ladebourii;K;suchodrzew;;;;NA;L;NA;894;;;;NA;NA;NA;4;;;;
653;SCH.M;1390400;suchodrzew Maacka;Lonicera maackii;K;suchodrzew;;;;NA;L;NA;895;;;;NA;NA;NA;4;;;;
654;SCH.S;1390800;suchodrzew siny;Lonicera coeruela;K;suchodrzew;;;;NA;L;NA;896;;;;NA;NA;NA;4;;;;
655;SCH.SK;1391100;suchodrzew skrytoowocowy;Lonicera involucrata;K;suchodrzew;;;;NA;L;NA;897;;;;NA;NA;NA;4;;;;
656;SCH.T;1390200;suchodrzew tatarski;Lonicera tatarica;K;suchodrzew;;;;NA;L;NA;898;;;;NA;NA;NA;4;;;;
657;SCH.W;1390600;suchodrzew wschodni;Lonicera orientalis;K;suchodrzew;;;;NA;L;NA;899;;;;NA;NA;NA;4;;;;
658;SK.K;450100;skrzydłorzech kaukaski;Pterocarya fraxinifolia;D;skrzydłorzech;;;;NA;L;NA;900;;;;NA;15;25;4;;;;
659;SŁN.S;950100;słonisz srebrzysty;Halimodendron holodendron;K;słonisz;;;;NA;L;NA;901;;;;NA;NA;NA;4;;;;
660;SO;10100;sosna zwyczajna;pinus silvestris;D;sosna;;SO;SO;NA;I;NA;1;SO;SO;SO;100;15;25;4;SO;SO;SO;SO
661;SO.B;10200;sosna Banksa;Pinus banksiana;D;sosna;;SO;SO;NA;I;NA;2;SO;SO;SO;100;15;25;4;SO;SO;SO;SO
662;SO.BL;11300;sosna błotna;Pinus uliginosa;D;sosna;;SO;SO;NA;I;NA;203;SO;SO;SO;100;15;25;4;SO;SO;SO;SO
663;SO.C;10300;sosna czarna;Pinus nigra;D;sosna;;SO;SO;NA;I;NA;3;SO;SO;SO;100;15;25;4;SO;SO;SO;SO
664;SO.H;11200;sosna hakowata;Pinus uncinata;D;sosna;;SO;SO;NA;I;NA;902;SO;SO;;NA;15;25;4;SO;SO;SO;SO
665;SO.J;11000;sosna Jeffreya;Pinus jeffreyi;D;sosna;;SO;SO;NA;I;NA;903;SO;SO;;NA;15;25;4;SO;SO;SO;SO
666;SO.K;10600;kosodrzewina;Pinus mugo;D;sosna;;SO;SO;NA;I;NA;6;SO;SO;SO;100;20;30;4;SO;SO;SO;SO
667;SO.L;10700;sosna limba;Pinus cembra;D;sosna;;SO;SO;NA;I;NA;7;SO;SO;SO;100;15;25;4;SO;SO;SO;SO
668;SO.O;10800;sosna oścista;Pinus aristata;D;sosna;;SO;SO;NA;I;NA;904;SO;SO;;NA;15;25;4;SO;SO;SO;SO
669;SO.S;10400;sosna smołowa;Pinus rigida;D;sosna;;SO;SO;NA;I;NA;4;SO;SO;SO;100;15;25;4;SO;SO;SO;SO
670;SO.W;10900;sosna wydmowa;Pinus contorta;D;sosna;;SO;SO;NA;I;NA;905;SO;SO;;NA;15;25;4;SO;SO;SO;SO
671;SO.WE;10500;sosna wejmutka;Pinus strobus;D;sosna;;SO;SO;NA;I;NA;5;SO;SO;SO;100;15;25;4;SO;SO;SO;SO
672;SO.Ż;11100;sosna żółta;Pinus ponderosa;D;sosna;;SO;SO;NA;I;NA;906;SO;SO;;NA;15;25;4;SO;SO;SO;SO
673;SOF.J;890100;sofora japońska;Sophora japonica;D;sofora;;;;NA;L;NA;907;;;;NA;15;25;4;;;;
674;SOR.AU.ED;730101;jarzab pospolity;Sorbus aucuparia Edulis;D;jarząb;"odm.""""Edulis""""";BRZ;BRZ;NA;L;NA;908;BRZ;BRZ;;NA;15;20;4;BRZ;BRZ;BRZ;BRZ
675;SOR.AU.JA;730103;jarzab pospolity;Sorbus aucuparia;D;jarząb;odm.japonska;BRZ;BRZ;NA;L;NA;909;BRZ;BRZ;;NA;15;20;4;BRZ;BRZ;BRZ;BRZ
676;SOR.AU.PE;730102;jarzab pospolity;Sorbus aucuparia Pendula;D;jarząb;"odm.""""Pendula""""";BRZ;BRZ;NA;L;NA;910;BRZ;BRZ;;NA;15;20;4;BRZ;BRZ;BRZ;BRZ
677;SOR.J;660100;sorbaria jarzębolistna;Sorbaria sorbifolia;K;sorbaria;;;;NA;L;NA;911;;;;NA;NA;NA;4;;;;
678;SPI.BU.AW;640701;tawuła drobna;Spiraea bumalda Anthony Water.;K;tawuła;"odm.""""Anthony Waterer""""";;;NA;L;NA;912;;;;NA;NA;NA;4;;;;
679;SPI.BU.CR;640704;tawuła drobna;Spiraea bumalda Crispa;K;tawuła;"odm.""""Crispa""""";;;NA;L;NA;913;;;;NA;NA;NA;4;;;;
680;SPI.BU.FR;640703;tawuła drobna;Spiraea bumalda Froebelli;K;tawuła;"odm.""""Froebelii""""";;;NA;L;NA;914;;;;NA;NA;NA;4;;;;
681;SPI.BU.PR;640702;tawuła drobna;Spiraea bumalda Pruhoniciana;K;tawuła;"odm.""""Pruhoniciana""""";;;NA;L;NA;915;;;;NA;NA;NA;4;;;;
682;SPI.CH.UL;640501;tawuła ożankolistna;Spiraea chamaedryfolia ulmifol;K;tawuła;odm.wiązolistna;;;NA;L;NA;916;;;;NA;NA;NA;4;;;;
683;STE.P;670200;stefanandra pogięta;Stephanandra incisa;K;stefanandra;;;;NA;L;NA;917;;;;NA;NA;NA;4;;;;
684;STE.T;670100;stefanandra tanaki;Stephanandra tanakae;K;stefanandra;;;;NA;L;NA;918;;;;NA;NA;NA;4;;;;
685;STR.Z;900100;strączyn żółty;Cladrastis lutea;D;strączyn;;;;NA;L;NA;919;;;;NA;15;25;4;;;;
686;SUM.O;1040100;sumak octowiec;Rhus typhina;K;sumak;;;;NA;L;NA;920;;;;NA;NA;NA;4;;;;
687;SYR.AM.JA;1280801;lilak amurski;Syringa amurensis japonica;K;lilak;odm.japońska;;;NA;L;NA;921;;;;NA;NA;NA;4;;;;
688;SZD.B;960500;szczodrzeniec biały;Cytisus albus;K;szczodrzeni;;;;NA;L;NA;922;;;;NA;NA;NA;4;;;;
689;SZD.C;960200;szczodrzeniec czerniejący;Cytisus nigricans;K;szczodrzeni;;;;NA;L;NA;923;;;;NA;NA;NA;4;;;;
690;SZD.G;960400;szczodrzeniec główkowaty;Cytisus supinus;K;szczodrzeni;;;;NA;L;NA;924;;;;NA;NA;NA;4;;;;
691;SZD.J;120100;szydlica japońska;Cryptomeria japonica;D;szydlica;;;;NA;I;NA;925;;;;NA;NA;NA;4;;;;
692;SZD.P;960600;szczodrzeniec purpurowy;Cytisus purpureus;K;szczodrzeni;;;;NA;L;NA;926;;;;NA;NA;NA;4;;;;
693;SZD.R;960300;szczodrzeniec rozesłany;Cytisus ratisbonesis;K;szczodrzeni;;;;NA;L;NA;927;;;;NA;NA;NA;4;;;;
694;SZF.S;1210100;szeferdia srebrzysta;Shepherdia argentea;K;szeferdia;;;;NA;L;NA;928;;;;NA;NA;NA;4;;;;
695;SZK;1110100;szakłak pospolity;Rhamnus cathartica;K;szakłak;;;;NA;L;NA;54;;;;NA;NA;NA;4;;;;
696;SZK.W;1110200;szakłak wielkolistny;Rhamnus imeretina;K;szakłak;;;;NA;L;NA;929;;;;NA;NA;NA;4;;;;
697;ŚL;850300;śliwa domowa;Prunus domestica;D;śliwa;;BRZ;BRZ;NA;L;NA;85;BRZ;BRZ;OS;50;15;25;4;BRZ;BRZ;BRZ;BRZ
698;ŚL.A;850400;śliwa ałycza;;D;śliwa;;BRZ;BRZ;NA;L;NA;101;BRZ;BRZ;OS;50;15;25;4;BRZ;BRZ;BRZ;BRZ
699;ŚL.L;850500;śliwa lubaszka;Prunus insititia;D;śliwa;;BRZ;BRZ;NA;L;NA;930;BRZ;BRZ;;NA;15;25;4;BRZ;BRZ;BRZ;BRZ
700;ŚL.T;850100;śliwa tarnina;Prunus spinosa;K;śliwa;;;;NA;L;NA;57;;;;NA;NA;NA;4;;;;
701;ŚL.W;850200;śliwa wiśniowa;Prunus cerasifera;K;śliwa;;;;NA;L;NA;931;;;;NA;NA;NA;4;;;;
702;ŚNG.B;1370100;śnieguliczka biała;Symphoricarpos albus;K;śnieguliczka;;;;NA;L;NA;56;;;;NA;NA;NA;4;;;;
703;ŚNG.C;1370300;śnieguliczka Chenaulta;Symphoricarpos chenaultii;K;śnieguliczka;;;;NA;L;NA;932;;;;NA;NA;NA;4;;;;
704;ŚNG.K;1370200;śnieguliczka koralowa;Symphoricarpos orbiculatus;K;śnieguliczka;;;;NA;L;NA;933;;;;NA;NA;NA;4;;;;
705;ŚW;30100;świerk pospolity;Picea abies;D;świerk;;ŚW;ŚW;NA;I;NA;11;ŚW;ŚW;ŚW;100;15;30;4;ŚW;ŚW;ŚW;ŚW
706;ŚW.A;30900;świerk ajański;Picea jezoensis;D;świerk;;ŚW;ŚW;NA;I;NA;934;ŚW;ŚW;;NA;15;30;4;ŚW;ŚW;ŚW;ŚW
707;ŚW.B;30700;świerk biały;Picea glauca;D;świerk;;ŚW;ŚW;NA;I;NA;935;ŚW;ŚW;;NA;15;30;4;ŚW;ŚW;ŚW;ŚW
708;ŚW.B.AG;30701;świerk biały;Picea glauca;D;świerk;odm.Alberta Globe;ŚW;ŚW;NA;I;NA;936;ŚW;ŚW;;NA;15;30;4;ŚW;ŚW;ŚW;ŚW
